0.000000000000000000e+00, 5.038628353094768558e-02
1.000000000000000021e-02, 1.012212029801333874e-01
2.000000000000000042e-02, 1.525047274067519165e-01
2.999999999999999889e-02, 2.042368255980853142e-01
4.000000000000000083e-02, 2.564174660695791030e-01
5.000000000000000278e-02, 3.090466170649183719e-01
5.999999999999999778e-02, 3.621190853742506377e-01
7.000000000000000666e-02, 4.156263032064119178e-01
8.000000000000000167e-02, 4.695600026700452734e-01
8.999999999999999667e-02, 5.239121992176892784e-01
1.000000000000000056e-01, 5.786751763443357399e-01
1.100000000000000006e-01, 6.338414714207406542e-01
1.199999999999999956e-01, 6.894038625554560484e-01
1.300000000000000044e-01, 7.453553563914248059e-01
1.400000000000000133e-01, 8.016891767533056434e-01
1.499999999999999944e-01, 8.583987540707154196e-01
1.600000000000000033e-01, 9.154777155104709685e-01
1.700000000000000122e-01, 9.729198757578317869e-01
1.799999999999999933e-01, 1.030719228392843689e+00
1.900000000000000022e-01, 1.088869937813257138e+00
2.000000000000000111e-01, 1.147366331660248706e+00
2.099999999999999922e-01, 1.206202893707381429e+00
2.200000000000000011e-01, 1.265374257176984818e+00
2.300000000000000100e-01, 1.324875198451468172e+00
2.399999999999999911e-01, 1.384700631150037609e+00
2.500000000000000000e-01, 1.444845600543959607e+00
2.600000000000000089e-01, 1.505305278285873349e+00
2.700000000000000178e-01, 1.566074957430800607e+00
2.800000000000000266e-01, 1.627150047728403548e+00
2.899999999999999800e-01, 1.688526071167780085e+00
2.999999999999999889e-01, 1.750198657757628284e+00
3.099999999999999978e-01, 1.812163541526027988e+00
3.200000000000000067e-01, 1.874416556725347904e+00
3.300000000000000155e-01, 1.936953634228947507e+00
3.400000000000000244e-01, 1.999770798107380010e+00
3.500000000000000333e-01, 2.062864162372758159e+00
3.599999999999999867e-01, 2.126229927880802340e+00
3.699999999999999956e-01, 2.189864379380882298e+00
3.800000000000000044e-01, 2.253763882705086097e+00
3.900000000000000133e-01, 2.317924882087985416e+00
4.000000000000000222e-01, 2.382343897609405126e+00
4.100000000000000311e-01, 2.447017522753002883e+00
4.199999999999999845e-01, 2.511942422074021852e+00
4.299999999999999933e-01, 2.577115328969999286e+00
4.400000000000000022e-01, 2.642533043548666694e+00
4.500000000000000111e-01, 2.708192430587651245e+00
4.600000000000000200e-01, 2.774090417580960199e+00
4.700000000000000289e-01, 2.840223992867549896e+00
4.799999999999999822e-01, 2.906590203837604580e+00
4.899999999999999911e-01, 2.973186155212411474e+00
5.000000000000000000e-01, 3.040009007393997376e+00
5.100000000000000089e-01, 3.107055974880931437e+00
5.200000000000000178e-01, 3.174324324746908843e+00
5.300000000000000266e-01, 3.241811375178962340e+00
5.400000000000000355e-01, 3.309514494072320900e+00
5.500000000000000444e-01, 3.377431097679119976e+00
5.600000000000000533e-01, 3.445558649308344101e+00
5.700000000000000622e-01, 3.513894658074519395e+00
5.799999999999999600e-01, 3.582436677692834248e+00
5.899999999999999689e-01, 3.651182305318493970e+00
5.999999999999999778e-01, 3.720129180428239479e+00
6.099999999999999867e-01, 3.789274983742077829e+00
6.199999999999999956e-01, 3.858617436183384708e+00
6.300000000000000044e-01, 3.928154297875638079e+00
6.400000000000000133e-01, 3.997883367174139391e+00
6.500000000000000222e-01, 4.067802479731160936e+00
6.600000000000000311e-01, 4.137909507593060532e+00
6.700000000000000400e-01, 4.208202358327956638e+00
6.800000000000000488e-01, 4.278678974182651196e+00
6.900000000000000577e-01, 4.349337331267548734e+00
7.000000000000000666e-01, 4.420175438768390030e+00
7.099999999999999645e-01, 4.491191338183662118e+00
7.199999999999999734e-01, 4.562383102586633932e+00
7.299999999999999822e-01, 4.633748835910981967e+00
7.399999999999999911e-01, 4.705286672259071601e+00
7.500000000000000000e-01, 4.776994775231949042e+00
7.600000000000000089e-01, 4.848871337280185045e+00
7.700000000000000178e-01, 4.920914579074753270e+00
7.800000000000000266e-01, 4.993122748897128815e+00
7.900000000000000355e-01, 5.065494122047874193e+00
8.000000000000000444e-01, 5.138027000272995970e+00
8.100000000000000533e-01, 5.210719711207384641e+00
8.200000000000000622e-01, 5.283570607834685795e+00
8.300000000000000711e-01, 5.356578067962989742e+00
8.399999999999999689e-01, 5.429740493715735639e+00
8.499999999999999778e-01, 5.503056311037283876e+00
8.599999999999999867e-01, 5.576523969212596299e+00
8.699999999999999956e-01, 5.650141940400519758e+00
8.800000000000000044e-01, 5.723908719180178295e+00
8.900000000000000133e-01, 5.797822822110007657e+00
9.000000000000000222e-01, 5.871882787298964068e+00
9.100000000000000311e-01, 5.946087173989502261e+00
9.200000000000000400e-01, 6.020434562151887548e+00
9.300000000000000488e-01, 6.094923552089459129e+00
9.400000000000000577e-01, 6.169552764054457406e+00
9.500000000000000666e-01, 6.244320837874061780e+00
9.599999999999999645e-01, 6.319226432586290798e+00
9.699999999999999734e-01, 6.394268226085418227e+00
9.799999999999999822e-01, 6.469444914776603106e+00
9.899999999999999911e-01, 6.544755213239418445e+00
1.000000000000000000e+00, 6.620197853899981055e+00
1.010000000000000009e+00, 6.695771586711407153e+00
1.020000000000000018e+00, 6.771475178842321085e+00
1.030000000000000027e+00, 6.847307414373156931e+00
1.040000000000000036e+00, 6.923267093999994515e+00
1.050000000000000044e+00, 6.999353034745700697e+00
1.060000000000000053e+00, 7.075564069678143220e+00
1.070000000000000062e+00, 7.151899047635245310e+00
1.080000000000000071e+00, 7.228356832956679412e+00
1.090000000000000080e+00, 7.304936305221984227e+00
1.100000000000000089e+00, 7.381636358994914993e+00
1.110000000000000098e+00, 7.458455903573834256e+00
1.120000000000000107e+00, 7.535393862747951310e+00
1.130000000000000115e+00, 7.612449174559245968e+00
